Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,VideoAmt,PhotoAmt,AdoptionSpeed,optimized_word_count,Fee_bins
2,4,265,0,2,1,4,7,3,2,2,2,3,1,1,0,3.0,2,37,0
2,9,292,0,1,2,7,0,3,1,1,1,2,1,1,0,5.0,2,64,0
2,6,265,0,2,1,4,7,1,1,1,1,2,1,3,0,3.0,3,45,0
1,9,307,0,2,1,2,0,2,1,1,3,1,1,1,0,1.0,2,97,0
1,2,307,0,3,1,2,4,1,1,2,1,2,1,4,0,5.0,4,29,0
1,1,307,307,2,1,2,0,2,1,2,2,2,1,1,0,5.0,1,13,0
1,11,307,0,1,2,7,0,2,2,1,3,3,1,1,0,3.0,4,9,0
2,2,266,0,2,1,2,7,1,1,2,2,2,1,3,0,3.0,1,2,0
2,5,299,0,1,1,2,3,2,2,1,1,2,1,1,0,1.0,4,16,1
2,6,265,0,3,2,7,0,1,2,1,1,1,1,2,0,5.0,2,54,0
2,12,303,0,2,1,2,4,2,1,1,1,1,1,1,0,4.0,3,24,1
2,2,266,292,1,1,7,0,2,1,2,2,2,1,1,0,1.0,2,9,0
2,3,285,0,2,1,3,7,2,3,2,1,2,1,1,0,1.0,4,6,5
1,48,129,0,2,2,5,7,1,1,1,1,1,1,1,0,5.0,2,74,2
2,4,283,0,2,5,0,0,2,2,2,2,2,1,1,0,4.0,3,12,0
2,24,276,0,1,1,6,7,3,3,3,3,3,2,1,0,2.0,3,7,0
2,1,265,0,3,2,4,6,2,2,2,2,2,1,4,0,8.0,1,41,0
2,12,266,266,1,3,7,0,2,1,2,2,1,1,2,0,0.0,4,10,0
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,4.0,4,21,0
2,9,266,0,2,1,0,0,2,1,2,2,2,1,1,0,5.0,3,40,0
2,15,266,0,2,1,2,0,2,1,2,2,2,1,1,0,2.0,2,54,0
1,36,205,205,2,1,6,7,1,3,1,1,3,1,1,0,4.0,4,18,0
2,1,283,0,3,1,6,7,2,1,2,2,2,1,2,0,1.0,1,27,0
2,1,245,0,2,1,7,0,2,1,3,3,3,1,1,0,1.0,4,3,0
1,2,307,0,1,2,5,0,2,1,2,2,2,1,1,0,3.0,4,40,0
2,12,266,0,2,1,7,0,2,1,1,1,1,1,1,0,5.0,0,11,0
1,3,307,0,3,2,3,5,2,1,2,1,2,1,6,1,13.0,3,56,1
2,3,266,0,1,1,7,0,2,1,2,1,2,1,1,0,6.0,2,40,0
2,7,266,0,3,6,7,0,2,1,2,1,2,1,2,0,3.0,3,48,0
1,24,307,0,1,1,2,7,2,2,1,1,2,1,1,0,2.0,3,212,2
1,12,307,0,1,2,7,0,2,1,2,1,2,1,1,0,2.0,0,36,0
2,6,266,0,2,1,4,0,2,1,2,2,2,1,1,0,2.0,4,22,0
1,96,195,195,1,2,6,0,2,2,1,3,3,1,1,0,3.0,0,9,0
1,48,23,0,2,2,0,0,1,3,1,1,1,2,1,0,2.0,2,16,5
1,24,307,39,2,1,7,0,2,2,3,1,1,1,1,0,1.0,3,85,0
1,8,213,189,2,1,2,0,2,1,3,1,2,1,1,0,1.0,2,29,0
2,12,264,0,3,1,7,0,3,3,2,2,2,1,3,0,1.0,3,232,0
1,29,307,0,2,2,5,7,2,1,1,1,3,1,1,0,1.0,3,7,0
2,9,266,0,2,1,7,0,3,1,1,1,1,1,1,0,2.0,2,39,0
2,2,265,0,1,3,7,0,2,2,2,1,2,2,1,1,3.0,2,8,0
2,6,299,0,1,3,0,0,1,1,3,3,3,1,1,0,3.0,4,20,1
2,6,266,0,2,1,4,7,2,1,2,2,2,1,1,0,1.0,4,5,0
2,1,266,0,3,1,7,0,1,1,3,3,2,1,2,1,4.0,3,26,0
2,24,276,0,2,2,6,0,3,3,2,1,2,1,1,0,1.0,0,6,0
1,2,218,0,3,1,2,7,2,1,2,2,2,1,2,0,3.0,1,17,0
2,1,243,0,3,1,2,0,1,1,2,2,2,1,3,0,3.0,3,32,0
2,3,266,0,3,2,4,0,2,1,1,1,1,1,5,0,5.0,3,33,2
1,4,307,0,2,2,5,0,1,1,1,1,2,1,2,0,1.0,3,2,0
1,60,213,69,1,3,5,0,2,2,1,1,2,1,1,0,5.0,4,40,0
2,11,266,266,2,1,6,7,1,1,1,1,1,1,1,0,1.0,3,17,0
2,2,266,0,2,4,5,7,1,1,3,3,3,1,1,0,2.0,1,20,0
2,1,266,0,1,1,2,7,3,2,2,2,2,1,3,0,0.0,4,48,0
1,2,307,0,1,1,2,3,2,2,2,2,1,1,1,0,3.0,1,15,0
2,4,264,0,1,4,0,0,1,3,3,3,3,1,1,0,3.0,3,4,0
1,24,307,0,1,2,7,0,2,1,3,3,3,1,1,0,2.0,4,9,0
2,2,266,0,3,1,5,6,1,1,1,1,2,1,2,0,13.0,3,198,2
1,2,307,0,2,7,0,0,2,2,2,2,2,1,1,0,1.0,4,8,0
2,3,266,0,2,1,2,0,2,1,2,2,3,2,1,0,1.0,4,5,0
1,2,307,0,2,1,0,0,2,1,2,1,2,1,1,0,1.0,3,23,1
2,3,266,0,2,1,0,0,3,2,2,2,3,1,1,0,2.0,1,12,0
1,5,307,0,1,1,2,0,3,1,2,2,2,1,1,0,0.0,4,42,0
1,84,213,213,2,7,0,0,2,2,1,1,1,1,1,0,7.0,2,23,0
1,2,307,307,2,4,0,0,2,2,1,1,2,1,1,0,1.0,3,2,0
1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,5.0,1,44,0
2,1,266,0,3,3,6,7,1,1,3,3,2,1,3,0,4.0,3,44,0
2,3,266,0,2,7,0,0,2,1,1,1,2,1,2,0,2.0,4,5,0
2,2,266,0,1,2,7,0,2,2,1,1,2,1,1,0,2.0,0,25,0
2,5,266,0,2,1,2,6,2,1,2,2,2,1,3,0,1.0,2,5,0
2,1,265,0,3,1,6,7,1,1,2,2,2,1,5,0,13.0,1,62,0
2,2,299,266,1,1,6,0,1,1,2,2,2,2,1,0,13.0,2,84,0
1,2,307,307,1,2,5,7,2,1,1,1,2,1,1,0,8.0,3,18,0
1,3,307,0,1,2,3,0,1,1,1,1,3,1,1,0,5.0,4,124,5
1,60,307,0,2,7,0,0,1,3,1,1,3,1,1,0,5.0,1,32,0
2,1,266,0,3,1,6,7,2,1,2,2,2,1,4,0,5.0,4,25,0
2,2,266,0,2,1,7,0,1,2,2,2,2,1,1,0,1.0,3,2,0
2,14,260,247,1,3,7,0,1,3,2,2,2,1,1,0,2.0,2,16,0
2,24,264,0,2,2,0,0,2,3,1,1,1,1,1,0,1.0,1,35,3
1,24,307,189,1,1,2,7,2,1,1,1,2,1,1,0,3.0,2,19,1
1,2,307,307,1,2,5,7,2,1,1,1,3,1,2,0,2.0,2,4,1
2,2,265,265,3,1,2,0,1,1,2,2,2,1,4,0,5.0,1,41,0
1,96,78,0,1,1,0,0,3,1,1,1,2,2,1,0,1.0,4,25,0
2,36,265,0,2,1,6,0,2,2,2,2,2,1,1,0,3.0,2,36,0
1,30,179,0,1,2,0,0,1,2,1,1,1,2,1,0,5.0,2,143,4
1,22,307,0,2,2,3,5,1,1,1,1,2,1,1,0,3.0,4,30,2
2,9,285,265,1,1,6,7,3,3,1,1,1,1,1,0,3.0,0,24,0
2,2,266,300,3,1,2,0,1,1,2,2,1,1,3,0,5.0,1,321,0
1,1,307,0,1,1,6,7,2,2,2,2,3,1,1,0,1.0,0,5,5
1,84,205,169,1,5,0,0,1,3,1,1,1,1,1,0,4.0,3,96,1
2,2,266,0,1,3,6,0,1,1,2,1,2,1,3,0,5.0,1,42,0
2,30,299,0,1,3,4,7,4,3,1,1,1,1,1,0,3.0,3,189,0
1,24,307,0,1,2,0,0,2,1,1,1,2,1,1,0,2.0,4,26,0
2,3,266,0,2,5,0,0,2,1,1,1,2,1,1,0,11.0,2,85,1
2,3,265,0,3,1,5,6,1,2,2,2,2,1,4,0,10.0,4,20,0
1,3,307,0,2,1,5,0,2,1,1,1,3,1,1,0,2.0,4,6,2
1,1,307,0,2,1,2,7,3,3,2,1,2,1,1,0,4.0,2,102,0
2,2,265,0,3,1,2,6,1,2,2,2,2,1,5,0,6.0,2,21,0
1,14,7,0,1,2,0,0,2,1,1,1,3,1,1,0,2.0,4,6,5
2,24,265,0,2,1,4,7,3,2,1,1,1,1,1,0,5.0,1,3,0
1,3,307,0,2,1,2,0,2,2,2,2,2,1,1,0,0.0,4,23,0
1,2,189,0,1,1,2,0,2,1,2,2,2,1,1,0,2.0,1,2,0
2,3,285,247,2,1,4,7,2,1,2,2,2,1,1,0,1.0,3,17,0
1,8,307,0,2,2,7,0,2,2,1,1,2,1,1,0,2.0,3,16,0
1,18,307,307,1,4,0,0,2,2,2,2,2,1,1,0,2.0,4,27,0
2,2,266,0,1,4,7,0,2,1,2,1,2,1,1,0,3.0,1,44,0
1,1,307,0,3,1,2,7,1,1,1,1,2,1,3,0,3.0,3,7,0
2,8,266,0,2,2,7,0,2,1,3,3,1,1,1,0,1.0,3,61,0
2,9,266,0,1,1,5,7,2,2,1,1,1,1,1,0,2.0,3,25,0
1,1,307,0,2,2,0,0,2,2,2,2,2,2,1,0,5.0,1,44,1
1,17,307,0,2,7,0,0,2,2,2,1,2,1,1,0,0.0,4,36,0
1,12,307,0,2,2,3,0,2,2,3,1,3,1,1,0,8.0,2,40,0
2,15,285,265,1,2,5,7,3,2,1,1,1,1,1,0,1.0,1,63,0
2,3,265,299,1,1,2,6,2,2,2,1,2,1,1,0,5.0,2,48,0
1,3,307,0,3,1,2,7,2,1,2,1,2,1,4,0,6.0,2,32,0
1,2,307,307,2,1,0,0,2,2,1,1,2,1,1,0,3.0,4,31,0
1,5,141,0,2,5,0,0,2,1,1,1,1,1,1,0,5.0,1,123,0
1,1,307,0,2,1,7,0,1,1,2,2,2,1,1,0,1.0,2,1,0
1,1,307,0,3,1,2,0,1,2,1,1,2,1,4,0,13.0,3,28,0
1,7,307,0,2,2,0,0,2,1,2,1,1,1,1,0,5.0,2,127,0
2,4,292,0,2,2,7,0,1,1,2,2,2,1,1,0,2.0,0,48,0
2,36,282,0,2,1,6,7,3,3,1,1,2,2,1,0,1.0,1,43,0
2,5,264,0,2,6,0,0,2,2,2,1,2,2,1,0,6.0,3,43,2
2,15,244,0,2,1,2,7,1,2,2,2,2,1,1,0,5.0,2,22,0
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,1.0,1,13,0
1,2,307,0,3,1,2,0,3,1,2,1,2,1,2,0,13.0,1,371,1
2,2,265,0,3,3,7,0,1,2,2,2,2,1,6,0,5.0,3,24,0
2,8,266,0,2,2,0,0,2,1,1,1,1,1,1,0,1.0,3,28,0
2,2,266,0,1,2,7,0,1,1,2,2,2,1,1,0,5.0,2,58,0
1,3,239,307,1,2,0,0,2,1,3,3,2,1,1,0,2.0,3,13,0
1,36,218,0,1,7,0,0,2,3,3,1,2,1,1,0,5.0,2,29,0
1,3,307,0,3,1,2,7,2,1,2,2,2,1,3,0,5.0,1,43,0
1,14,307,0,2,2,3,0,2,1,1,1,1,1,1,0,5.0,4,35,0
2,24,266,0,2,1,4,7,2,1,1,1,1,1,1,0,4.0,4,22,0
1,5,307,0,1,1,2,4,2,1,1,1,2,1,1,0,3.0,3,52,0
1,84,20,0,2,1,2,7,2,1,1,1,1,1,1,0,1.0,4,2,2
2,48,266,0,2,2,5,7,3,1,1,1,3,1,1,0,1.0,4,40,0
2,4,266,0,1,1,7,0,2,1,2,2,2,1,1,1,5.0,3,32,0
1,3,307,0,2,1,2,0,2,1,2,2,2,1,1,0,3.0,3,8,0
2,3,292,266,2,5,6,0,1,1,2,2,2,1,1,0,13.0,2,62,0
1,3,307,0,1,3,0,0,2,2,1,1,2,1,1,0,2.0,4,19,0
2,3,299,0,3,2,6,7,1,2,2,2,2,1,2,0,2.0,4,62,0
1,0,218,0,2,1,0,0,1,2,3,3,3,2,1,0,3.0,3,13,0
1,2,307,0,1,1,7,0,2,2,2,1,2,1,1,0,3.0,2,24,0
1,1,307,307,3,1,0,0,2,2,2,2,2,1,2,0,5.0,2,25,0
1,32,179,0,2,2,0,0,1,1,1,1,1,1,1,0,3.0,0,7,5
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,1.0,4,23,0
1,2,307,0,3,1,2,5,2,1,1,1,2,1,5,0,11.0,4,22,0
1,12,307,0,1,2,0,0,2,1,3,3,3,1,1,0,2.0,2,31,0
1,24,218,307,2,1,2,7,2,1,1,1,1,1,1,0,7.0,4,38,0
1,1,307,0,2,2,7,0,2,2,2,2,2,1,1,0,3.0,2,15,0
2,24,292,0,2,2,5,0,2,2,2,2,2,1,1,0,5.0,2,97,2
2,2,254,265,2,2,4,7,2,2,1,1,2,1,1,0,2.0,1,97,1
1,36,307,0,1,1,0,0,2,2,3,3,3,1,1,0,1.0,4,23,0
1,2,307,26,1,1,2,0,3,2,1,1,2,1,1,0,2.0,2,13,0
1,48,307,307,1,2,0,0,1,1,1,1,1,1,1,0,3.0,3,2,0
1,2,307,0,2,2,0,0,2,1,2,1,2,1,1,0,1.0,4,29,0
2,2,266,0,2,2,0,0,1,1,3,3,3,1,1,0,5.0,0,78,0
2,3,266,0,2,1,4,7,1,1,1,1,2,1,1,0,3.0,2,30,0
2,9,265,265,3,1,4,7,2,2,2,3,3,1,2,0,3.0,4,4,0
2,2,266,0,2,1,4,7,1,1,2,2,2,1,1,0,11.0,2,38,0
1,3,179,307,1,1,0,0,3,2,3,1,2,1,1,0,1.0,1,149,0
2,4,266,0,1,3,0,0,2,2,2,2,2,1,1,0,1.0,3,8,0
1,4,307,0,2,1,0,0,2,1,1,1,3,1,1,0,2.0,4,19,0
1,8,307,0,1,1,2,5,2,2,1,1,1,1,2,0,1.0,4,32,0
1,1,307,0,2,1,7,0,2,2,2,2,2,1,1,0,5.0,1,43,0
1,12,307,0,3,2,0,0,2,2,3,3,3,1,2,0,2.0,2,191,0
2,2,266,0,1,2,3,5,2,1,1,1,2,1,1,0,5.0,2,18,0
2,18,266,0,1,2,0,0,1,1,3,1,3,1,1,0,6.0,3,5,0
2,12,266,0,3,1,2,7,2,1,3,3,3,1,2,0,2.0,4,3,0
1,3,307,0,2,1,2,0,2,1,2,2,2,1,2,0,2.0,4,21,0
1,3,307,0,2,1,2,0,2,1,1,1,2,1,1,0,2.0,2,26,4
1,2,307,0,2,7,0,0,2,1,2,2,2,1,1,0,1.0,2,18,1
1,12,103,307,2,1,2,0,3,2,2,2,3,1,1,0,1.0,4,10,2
2,5,266,265,1,4,7,0,2,1,1,1,2,1,1,0,5.0,2,42,3
2,1,265,0,1,1,7,0,2,2,2,2,2,1,1,0,3.0,1,29,0
1,24,179,0,1,5,0,0,2,2,1,1,2,1,1,0,4.0,1,18,0
1,2,307,307,2,2,6,0,2,1,1,1,2,1,2,0,2.0,2,32,0
2,2,266,0,1,2,0,0,2,2,1,1,2,1,1,0,2.0,1,25,0
1,1,141,307,2,2,0,0,2,1,3,3,2,1,1,0,1.0,3,15,0
2,2,266,0,1,3,5,0,1,1,3,1,3,1,1,0,5.0,2,167,0
2,2,265,0,3,1,6,0,2,2,2,2,2,1,4,0,3.0,1,46,0
1,3,307,0,1,7,0,0,2,1,1,1,1,1,1,3,5.0,3,12,0
1,0,307,0,1,2,7,0,2,1,2,1,2,1,1,0,4.0,2,24,0
2,10,270,292,2,2,0,0,2,1,2,2,2,1,1,0,2.0,2,41,0
2,4,266,0,1,1,4,7,2,2,2,2,2,1,1,0,5.0,2,25,0
1,2,307,307,1,2,7,0,2,2,1,1,2,1,1,0,1.0,3,4,0
1,2,307,0,2,2,0,0,1,1,2,2,2,1,1,0,2.0,4,10,0
2,2,265,0,1,2,4,7,1,2,2,3,2,1,1,0,5.0,2,7,0
1,4,307,307,2,2,7,0,2,2,2,1,2,1,1,0,7.0,4,15,0
1,3,78,76,2,1,7,0,3,1,1,1,2,1,1,0,2.0,1,30,0
1,84,17,0,3,1,3,0,1,2,1,1,1,1,2,0,1.0,4,26,0
2,8,266,0,1,7,0,0,2,1,1,1,3,1,1,0,3.0,2,25,0
1,60,50,307,1,5,6,7,3,1,1,1,1,1,1,0,5.0,4,42,0
2,2,266,0,2,1,6,7,1,1,2,1,2,1,1,0,2.0,1,61,0
2,1,266,0,1,1,6,7,1,1,2,2,2,1,1,1,6.0,1,115,0
1,2,307,0,3,1,7,0,2,1,2,2,2,1,2,0,1.0,4,9,0
1,91,205,0,2,2,7,0,1,2,1,1,1,1,1,0,1.0,2,31,0
2,1,266,0,2,4,7,0,1,1,2,2,2,2,1,0,13.0,3,127,1
1,3,307,0,1,2,7,0,2,1,1,1,3,2,1,0,2.0,2,38,0
1,4,307,0,2,2,7,0,3,1,2,2,2,1,2,0,2.0,4,15,0
1,24,218,218,1,7,0,0,2,3,1,1,1,1,1,1,4.0,2,43,0
2,3,264,265,2,1,2,6,2,2,2,2,3,1,1,0,9.0,1,98,0
2,2,265,0,2,1,4,7,1,2,2,2,2,1,1,0,1.0,2,23,0
1,3,307,0,2,2,7,0,2,1,1,1,2,1,1,0,3.0,1,69,0
1,12,307,0,1,1,2,0,3,1,3,3,3,2,1,0,3.0,4,41,0
1,2,307,0,2,1,0,0,2,1,1,2,2,1,1,0,1.0,3,89,0
1,12,307,0,3,1,7,0,3,1,2,1,2,1,2,0,5.0,3,19,0
1,60,109,0,1,3,5,7,3,3,1,1,1,1,1,0,1.0,1,171,5
1,1,307,141,2,1,2,0,1,1,2,2,2,1,6,0,5.0,3,8,0
1,60,307,103,1,1,2,0,1,1,3,3,1,1,1,0,8.0,3,157,0
1,4,307,0,1,2,4,0,3,1,1,1,2,1,1,0,1.0,4,39,0
1,84,26,0,2,1,2,0,3,2,1,1,1,2,1,0,4.0,4,352,5
1,3,307,0,2,7,0,0,2,2,2,2,2,1,1,0,5.0,2,5,5
2,12,306,0,1,1,7,0,2,1,3,3,1,1,1,0,6.0,3,25,0
2,2,303,265,2,1,2,4,2,2,1,2,2,1,1,0,2.0,4,35,1
2,2,266,0,2,1,7,0,1,1,2,2,2,1,1,0,1.0,2,66,0
1,3,307,0,1,1,7,0,3,2,3,3,3,1,3,0,3.0,3,32,5
2,1,299,0,1,3,0,0,3,1,2,2,2,1,1,0,12.0,2,90,0
2,1,266,0,3,1,3,4,1,1,2,2,2,1,3,0,5.0,3,87,1
2,8,243,0,2,2,7,0,2,2,2,2,3,1,1,0,4.0,0,20,0
1,2,307,0,3,1,2,5,2,1,2,2,2,1,2,0,4.0,3,77,0
2,1,266,299,2,6,0,0,1,1,1,1,2,1,1,0,3.0,3,53,0
1,24,307,0,1,2,7,0,2,1,1,1,1,1,1,0,5.0,4,40,0
1,2,307,0,1,1,0,0,2,1,2,1,2,1,1,0,3.0,3,15,0
1,1,307,0,2,5,0,0,2,1,2,1,2,2,1,1,7.0,0,110,0
2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,5.0,2,84,0
2,1,266,0,3,1,7,0,2,1,1,1,2,1,4,0,4.0,1,3,0
1,12,307,0,1,2,7,0,2,1,1,1,2,1,1,0,3.0,4,20,0
1,60,78,0,2,2,0,0,3,1,3,3,1,2,1,0,2.0,1,41,0
1,2,307,39,2,2,7,0,2,1,2,2,2,1,1,0,9.0,2,126,0
2,3,266,0,3,4,6,7,2,1,2,1,2,1,2,0,4.0,1,28,0
1,1,307,0,1,1,2,0,2,2,2,2,2,1,1,0,1.0,2,21,0
2,2,283,0,3,1,2,4,1,1,3,3,3,1,3,0,2.0,4,6,0
1,3,307,307,3,2,5,0,2,1,1,1,3,1,4,0,3.0,2,40,0
2,6,266,0,1,1,7,0,2,2,2,1,2,1,1,0,1.0,4,15,0
2,1,265,0,2,1,6,7,2,2,2,2,2,1,1,0,4.0,1,106,0
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,1.0,2,16,1
1,37,307,0,1,1,0,0,3,1,1,1,1,1,2,0,2.0,4,2,0
1,4,307,0,2,3,5,7,2,1,3,3,3,1,1,0,1.0,4,12,0
1,3,307,307,2,1,0,0,1,2,1,1,2,1,1,0,1.0,3,19,0
2,4,266,0,2,1,2,4,1,1,2,2,2,1,1,0,1.0,4,5,0
2,12,265,299,1,2,4,7,3,1,2,1,2,1,1,1,5.0,1,50,0
1,15,307,0,1,2,0,0,2,1,1,1,1,1,1,0,1.0,4,14,0
1,6,152,307,1,1,2,0,1,1,2,1,2,1,1,0,3.0,4,74,0
2,12,266,0,1,3,0,0,3,1,1,1,2,1,1,0,3.0,3,69,0
1,2,307,0,1,1,2,0,2,2,1,1,2,1,1,0,6.0,3,14,0
1,1,307,0,1,7,0,0,2,1,3,3,2,1,1,0,2.0,3,12,0
2,4,306,306,1,1,7,0,3,1,1,1,2,1,1,0,5.0,4,69,0
1,3,141,192,2,2,7,0,3,1,1,1,2,1,1,0,5.0,3,19,0
1,6,307,0,2,1,2,5,2,1,1,1,1,1,1,0,3.0,3,15,0
2,7,299,0,2,1,4,6,2,2,2,2,2,1,1,0,1.0,4,22,0
2,24,266,266,2,1,2,0,2,1,2,2,2,1,2,0,0.0,4,3,0
1,4,307,0,2,5,0,0,2,2,1,1,2,1,1,0,1.0,3,19,0
2,5,283,284,1,2,7,0,2,1,1,1,1,1,1,0,2.0,3,13,0
2,24,299,0,2,1,6,7,2,2,2,1,1,1,1,0,0.0,4,33,1
1,6,307,0,2,2,0,0,2,2,1,1,1,1,1,0,0.0,4,24,0
2,2,265,265,2,6,7,0,1,2,3,1,3,1,1,0,13.0,3,185,0
2,5,266,0,2,1,3,5,1,1,2,1,2,1,1,0,3.0,1,20,0
1,84,307,0,1,1,2,0,1,1,1,1,2,1,1,1,3.0,4,38,0
1,27,307,0,2,2,7,0,2,1,1,1,1,1,1,0,6.0,4,57,0
1,6,152,213,2,1,0,0,1,2,2,1,2,1,1,0,3.0,2,40,0
2,34,292,285,2,2,5,0,2,3,3,1,3,1,1,0,4.0,2,30,0
1,24,218,103,2,1,2,5,3,2,1,1,1,1,1,0,2.0,4,53,0
1,1,307,0,2,1,2,0,2,2,2,2,2,1,1,0,4.0,4,8,0
2,2,266,0,3,1,7,0,1,1,2,2,2,1,3,0,0.0,4,7,0
1,2,307,307,2,2,7,0,2,2,2,1,2,1,1,0,4.0,3,2,0
2,2,265,0,1,1,7,0,2,2,2,2,2,1,1,0,6.0,2,100,1
1,24,307,0,1,2,0,0,2,1,3,3,3,1,1,0,1.0,4,11,0
2,4,265,0,2,3,4,0,2,2,2,2,2,1,1,0,4.0,2,18,0
1,41,103,0,2,1,2,0,2,2,1,1,1,1,1,0,1.0,2,2,0
1,36,205,0,1,1,0,0,2,1,1,1,3,1,1,0,2.0,2,16,0
2,36,299,266,2,4,7,0,1,1,2,1,1,2,1,0,2.0,2,69,0
2,2,266,284,2,2,6,7,1,1,2,2,2,1,1,0,4.0,4,32,0
1,3,109,307,2,2,0,0,2,2,2,2,2,1,1,0,2.0,3,20,0
1,4,141,0,2,1,2,7,2,1,2,1,2,1,4,0,2.0,4,51,0
2,2,274,285,1,3,5,7,2,2,2,1,2,1,1,0,2.0,2,37,2
2,1,266,0,1,1,6,7,1,1,2,2,2,1,1,0,0.0,2,41,0
2,4,301,0,2,1,6,7,2,2,2,2,2,1,1,0,1.0,1,21,0
1,0,307,0,2,2,7,0,2,2,2,2,2,1,1,0,5.0,1,31,0
1,4,307,0,2,2,0,0,2,1,1,1,2,1,1,0,1.0,3,16,1
1,4,103,307,2,1,3,5,2,1,3,3,3,1,1,0,3.0,3,21,0
1,2,307,307,1,2,0,0,2,2,1,1,2,1,1,0,1.0,2,2,0
2,16,266,0,1,5,0,0,1,2,2,2,2,1,1,0,6.0,1,4,0
2,2,266,283,2,1,2,7,1,1,2,1,2,1,1,0,10.0,2,128,2
2,8,266,0,2,7,0,0,1,1,2,2,2,1,1,1,13.0,4,31,0
1,35,205,0,1,1,7,0,2,2,1,1,1,1,1,0,3.0,2,44,4
2,3,264,0,2,7,0,0,2,3,1,1,1,1,1,0,4.0,2,30,0
1,2,307,0,2,4,0,0,2,1,2,2,2,1,1,0,1.0,3,6,1
1,48,109,0,1,3,0,0,3,2,2,2,2,2,1,0,5.0,1,34,0
1,2,307,0,3,1,2,0,2,1,2,2,2,1,6,0,5.0,4,32,0
2,12,247,0,1,2,0,0,2,2,1,1,2,1,1,0,4.0,3,39,5
2,7,266,0,1,5,7,0,2,1,1,1,1,1,1,0,3.0,1,16,1
1,1,307,0,2,1,7,0,2,1,2,1,2,1,1,0,3.0,1,12,0
1,72,307,0,2,1,2,0,2,1,1,1,2,1,1,0,2.0,2,6,0
2,12,266,0,2,2,7,0,2,1,1,1,1,1,1,0,4.0,1,70,0
1,1,307,0,3,1,2,7,2,1,2,2,2,1,6,0,13.0,3,113,0
1,36,307,0,1,1,2,0,2,1,1,1,3,1,1,0,8.0,4,19,0
1,4,307,0,1,1,2,0,2,1,3,3,3,1,1,0,2.0,3,20,0
1,1,307,0,3,1,2,0,2,2,2,2,2,1,6,0,1.0,1,14,0
2,7,266,0,1,6,0,0,2,1,1,1,1,1,1,0,3.0,3,44,2
2,2,266,0,3,1,2,7,2,2,2,2,2,1,4,0,13.0,1,111,0
2,12,265,0,1,4,7,0,3,2,1,1,3,1,1,0,6.0,4,59,0
1,2,179,0,1,5,0,0,2,3,1,1,2,1,1,0,4.0,1,25,1
1,3,178,0,1,1,7,0,2,2,1,1,2,1,1,0,1.0,1,17,5
2,4,265,0,1,1,7,0,2,2,2,2,2,1,1,0,1.0,3,6,0
1,3,307,307,1,1,0,0,2,1,2,2,2,1,1,0,2.0,0,1,0
1,1,307,0,1,2,0,0,1,1,2,1,2,1,2,0,4.0,4,33,0
2,8,265,266,1,4,5,7,2,1,2,1,2,1,6,0,4.0,0,20,0
2,6,266,0,1,2,0,0,2,1,1,1,2,1,1,0,4.0,4,34,0
1,12,218,0,2,5,0,0,1,1,3,3,3,1,1,0,5.0,3,46,0
1,1,307,26,2,1,2,0,3,2,1,1,2,1,1,0,3.0,2,35,0
2,9,265,0,2,7,0,0,2,2,1,1,2,1,1,0,4.0,2,14,1
2,24,266,0,2,2,3,7,2,1,1,1,1,1,1,0,7.0,1,35,0
2,2,266,266,3,1,4,0,2,1,2,2,2,1,4,0,2.0,4,1,1
1,2,141,307,1,2,7,0,2,2,2,2,2,1,1,0,1.0,2,17,0
2,4,266,0,2,1,0,0,2,1,2,2,2,1,1,0,0.0,2,41,1
1,48,103,0,2,2,0,0,4,2,1,1,2,1,1,0,1.0,2,28,0
1,2,307,150,1,1,2,0,2,1,1,1,2,1,2,0,2.0,2,11,0
2,6,266,0,1,1,0,0,1,1,1,1,1,1,1,0,2.0,1,6,0
2,4,266,0,2,1,4,7,1,1,2,2,2,1,6,0,4.0,3,30,0
1,2,307,10,1,2,7,0,2,1,1,1,2,1,1,0,3.0,3,42,4
1,6,307,0,2,2,0,0,2,1,2,1,2,1,1,0,2.0,3,10,0
1,72,307,0,1,2,0,0,2,1,1,1,3,1,1,0,1.0,4,9,0
1,48,128,0,1,2,7,0,1,1,1,1,3,1,1,0,3.0,2,23,0
1,84,307,0,1,4,0,0,2,1,2,2,1,1,1,0,3.0,4,10,0
2,4,285,265,1,1,7,0,2,2,1,1,2,1,1,0,3.0,1,39,0
2,2,266,0,2,6,7,0,1,1,2,2,2,1,1,0,4.0,3,14,1
2,3,266,285,2,1,7,0,2,2,1,1,2,1,1,0,2.0,1,4,0
1,2,307,0,2,2,0,0,2,1,2,2,3,1,1,0,2.0,4,2,1
2,2,265,0,1,1,2,6,2,2,2,1,2,1,1,1,5.0,1,106,1
2,3,266,0,1,1,6,7,2,1,2,1,2,1,1,0,1.0,3,57,0
